DATE,CLOUDINESS,HUMIDITY,MAX_TEMP,MIN_TEMP,MEAN_TEMP,PRECIPITATION
1951-01-08,0.9107142857142857,0.8891891891891893,0.3359712230215828,0.5472473294987674,0.40323886639676115,0.1260647359454855
1951-01-09,0.8571428571428571,0.8810810810810812,0.35359712230215834,0.543138866064092,0.4145748987854251,0.12691652470187392
1951-01-10,0.8392857142857143,0.8648648648648649,0.36726618705035974,0.5464256368118323,0.42388663967611334,0.15417376490630325
1951-01-11,0.8571428571428571,0.8513513513513515,0.39100719424460434,0.5768282662284305,0.4497975708502025,0.23850085178875638
1951-01-12,0.7857142857142857,0.8297297297297297,0.3877697841726619,0.5784716516023007,0.44574898785425104,0.20954003407155025
1951-01-13,0.75,0.8324324324324326,0.3741007194244605,0.5628594905505341,0.4336032388663968,0.2240204429301533
1951-01-14,0.7142857142857143,0.8567567567567568,0.36510791366906475,0.5460147904683649,0.42469635627530367,0.2444633730834753
1951-01-15,0.6964285714285714,0.8378378378378378,0.3597122302158274,0.5439605587510271,0.4186234817813766,0.2563884156729131
1951-01-16,0.7142857142857143,0.8405405405405407,0.36187050359712236,0.5521774856203779,0.4186234817813766,0.2342419080068143
1951-01-17,0.7678571428571429,0.8540540540540542,0.370863309352518,0.5706655710764174,0.4348178137651822,0.34071550255536626
1951-01-18,0.75,0.8378378378378378,0.3697841726618705,0.5649137222678717,0.43157894736842106,0.33049403747870526
1951-01-19,0.7857142857142857,0.8486486486486486,0.3694244604316547,0.5714872637633526,0.4368421052631579,0.338160136286201
1951-01-20,0.8214285714285714,0.8675675675675676,0.3780575539568346,0.581758422350041,0.44453441295546564,0.33560477001703576
1951-01-21,0.8571428571428571,0.8783783783783786,0.3712230215827339,0.5858668857847166,0.44170040485829964,0.34497444633730834
1951-01-22,0.8928571428571429,0.9054054054054054,0.37769784172661874,0.5891536565324569,0.448582995951417,0.32027257240204426
1951-01-23,0.9285714285714286,0.9135135135135135,0.37769784172661874,0.6043549712407559,0.4562753036437247,0.32282793867120957
1951-01-24,0.8392857142857143,0.9054054054054054,0.3683453237410072,0.590797041906327,0.44170040485829964,0.1890971039182283
1951-01-25,0.8571428571428571,0.910810810810811,0.35071942446043164,0.5743631881676253,0.42429149797570853,0.10051107325383304
1951-01-26,0.8928571428571429,0.9135135135135135,0.3377697841726619,0.5636811832374692,0.4121457489878542,0.06899488926746167
1951-01-27,0.8928571428571429,0.9081081081081083,0.32625899280575543,0.5554642563681182,0.4036437246963563,0.056218057921635436
1951-01-28,0.8928571428571429,0.9027027027027028,0.32158273381294966,0.5525883319638455,0.39919028340080975,0.024701873935264056
1951-01-29,0.8928571428571429,0.8837837837837839,0.3032374100719425,0.5402629416598193,0.3809716599190283,0.012776831345826235
1951-01-30,0.9107142857142857,0.8810810810810812,0.2852517985611511,0.5209531635168447,0.3631578947368421,0.010221465076660987
1951-01-31,1.0,0.891891891891892,0.26978417266187055,0.5217748562037797,0.35627530364372473,0.010221465076660987
1951-02-01,0.9821428571428571,0.9135135135135135,0.2687050359712231,0.5180772391125719,0.35263157894736846,0.010221465076660987
1951-02-02,0.9642857142857143,0.9000000000000001,0.27805755395683457,0.5176663927691043,0.35506072874493927,0.010221465076660987
1951-02-03,0.9642857142857143,0.8891891891891893,0.27697841726618705,0.509860312243221,0.35101214574898787,0.0008517887563884156
1951-02-04,0.9464285714285714,0.8648648648648649,0.28956834532374104,0.5061626951520132,0.35829959514170046,0.037478705281090284
1951-02-05,0.8571428571428571,0.8378378378378378,0.3097122302158274,0.5090386195562859,0.3700404858299595,0.03918228279386712
1951-02-06,0.7857142857142857,0.8216216216216219,0.3226618705035971,0.509860312243221,0.37692307692307697,0.03918228279386712
1951-02-07,0.7142857142857143,0.8135135135135136,0.33309352517985613,0.5102711585866885,0.3825910931174089,0.04258943781942078
1951-02-08,0.7142857142857143,0.8027027027027029,0.3629496402877699,0.5168447000821693,0.40323886639676115,0.07325383304940375
1951-02-09,0.6785714285714286,0.783783783783784,0.38309352517985623,0.5295809367296631,0.4234817813765182,0.0868824531516184
1951-02-10,0.625,0.7810810810810811,0.39820143884892095,0.5353327855382087,0.43036437246963566,0.08603066439522998
1951-02-11,0.6071428571428571,0.8081081081081082,0.38920863309352527,0.5369761709120789,0.42429149797570853,0.060477001703577504
1951-02-12,0.5892857142857143,0.8324324324324326,0.3960431654676259,0.5295809367296631,0.42186234817813767,0.060477001703577504
1951-02-13,0.625,0.8351351351351353,0.39820143884892095,0.5336894001643385,0.42429149797570853,0.10477001703577513
1951-02-14,0.6964285714285714,0.845945945945946,0.39712230215827343,0.5361544782251437,0.42469635627530367,0.10817717206132878
1951-02-15,0.7142857142857143,0.8351351351351353,0.3741007194244605,0.5369761709120789,0.41255060728744936,0.07751277683134582
1951-02-16,0.7678571428571429,0.8378378378378378,0.3579136690647483,0.524239934264585,0.39635627530364376,0.0706984667802385
1951-02-17,0.8035714285714286,0.8432432432432434,0.3589928057553957,0.5262941659819228,0.4016194331983806,0.17120954003407154
1951-02-18,0.7857142857142857,0.8108108108108107,0.3676258992805756,0.5254724732949877,0.405668016194332,0.18313458262350937
1951-02-19,0.8392857142857143,0.8,0.3568345323741008,0.5357436318816762,0.405668016194332,0.22487223168654175
1951-02-20,0.8214285714285714,0.8027027027027029,0.36151079136690656,0.5365653245686113,0.4101214574898786,0.2555366269165247
1951-02-21,0.8035714285714286,0.772972972972973,0.3715827338129497,0.5390304026294166,0.41619433198380573,0.31345826235093693
1951-02-22,0.75,0.7783783783783785,0.38093525179856114,0.5357436318816762,0.4149797570850202,0.33049403747870526
1951-02-23,0.7142857142857143,0.7945945945945948,0.37949640287769787,0.5439605587510271,0.4165991902834008,0.32793867120954
1951-02-24,0.6964285714285714,0.7918918918918919,0.37841726618705035,0.533278553820871,0.4080971659919029,0.2776831345826235
